name,street2,city_id,state_id,country_id,country_base_gst_type,gst_category,gst_reg,gst_no,pan,ref,gst_credit,disc,nedisc,adisc,tdisc,section_id,reverse_tax,notify_email,deemed_export,sez,export,tax_exempted,sale_type,sale_sub_type_id,property_account_receivable,property_account_payable,property_payment_term
"SPICES BOARD,QUALITY EVALUATION LAB.","SATHYAVATHI RAJA HARICHANDRA HOSPITAL, BEHIND PETROL PUMP, NERELA, NEW DELHI - 110 040",FALSE,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9435550,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SPORTS LAND,"CHANGANACHERY, PIN - 686 101, ",CHANGANACHERY,FALSE,India,FALSE,FALSE,FALSE,32ABYFS6028F1ZV,FALSE,9100596,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREE CHITRA TIR.INST.FOR MED.SCI&TECHN.,"POOJAPPURA, THIRUVANANTHAPURAM - 695 012, ",Trivandrum,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100576,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREE CHITRA TIRUNAL INSTITUTE FOR,"THIRUVANANTHAPURAM - 695 011, , ",Trivandrum,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100570,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREE LAKSHMI AGRO SEEDS,"OPP.INDIAN OIL, B.B.ROAD, CHICKBALLAPUR - 562 101, ",Bangalore,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9300615,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREE MAHALAKSHMI FOOD INDUSTRIES LTD.,"DEVELOPMENT PLOT No.30, SOUTH KALAMASSERY, COCHIN-683 109.",KALAMASSERY,FALSE,India,FALSE,FALSE,FALSE,32AAECS9233N1Z1,FALSE,9100520,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREEKUMAR LABORATORY SUPPLIES,"S.N.COLLEGE JUNCTION, KOLLAM - 691 001., ",Kollam,FALSE,India,FALSE,FALSE,FALSE,32AKYPB1587H1ZY,FALSE,9100573,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SREENATHJI CHEMICAL INDUSTRIES,"PEENYA INDUSTRIAL AREA,BANGALORE ",Bangalore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9500867,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI ANNAPURNA CHEMICAL INDUSTRIES,"KATTEDAN INDUSTRIAL ESTATE,SHIVARAMPALLY,HYDERABAD",Hyderabad,TELENGANA,FALSE,FALSE,FALSE,FALSE,,,PA9500863,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI ENTERPRISES,"PARK TOWN,,CHENNAI",Chennai,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,AALFS6706L,PA9500917,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI PLASTICS,"241, PERUR ROAD, KUMARAPALAYAM,COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9600892,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI ROADLINES,"NEAR WEST RAMALINGAM ROAD,R.S.PURAM, COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AAHFS8338J1ZU,,PA9600853,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI ROADLINES (REGD),"ERNAKULAM,COCHIN",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,32AAHFS8338J1ZW,,PA9600903,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI TRANSPORT LINES (REGD),"ERNAKULAM,COCHIN",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,32AAAFS5961L1Z0,,PA9600904,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI BALAJI TRANSPORTLINES (REGD),"R.S.PURAM,COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,33AAAFS5961L1ZY,,PA9600852,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI KALISWARI FIRE WORKS (P) LTD.,"POST BOX No.133, SIVAKASI-626 123., KONGALAPURAM",Sivakasi,FALSE,India,FALSE,FALSE,FALSE,33AABCS5353A1ZW,FALSE,9250909,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI KALISWARI FIRE WORKS(P)LTD(CBE-SALE),"POST BOX NO.133, SIVAKASI - 626 123, KONGALAPURAM",Sivakasi,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9275430,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI KALISWARI FIREWORKS PVT.LTD.,"P.B.NO.133, SIVAKASI - 626 123, SITHURAJAPURAM",Sivakasi,FALSE,India,FALSE,FALSE,FALSE,33AABCS5353A1ZW,FALSE,9250915,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI KRISHNA CARRIIER,"RAM NAGAR,COIMBATORE",Coimbatore,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9600860,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI LAKSHMI SCIENTIFIC,"KOSAPALAYAM, PUDUCHERRY-605 013., ",PUDUCHERRY,FALSE,India,FALSE,FALSE,FALSE,34ABCPR2041K1ZT,FALSE,9225705,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"SRI LAKSHMI SCIENTIFIC CO.,-KOCHI-","KOSAPALAYAM,, PONDICHERRY-605 013, ",PONDICHERRY,FALSE,India,FALSE,FALSE,FALSE,34ABCPR2041K1ZT,FALSE,9250920,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRI VENKATESWARA INST.OF MED.SCIENCE.TTD,"ALIPIRI ROAD, TIRUPATI - 517 507, ",Tirupati,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9350980,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SRS FERTILIZER CORPORATION,"PUDUKKOTTAI - 622 002, , ",Pudukkottai,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9250917,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STANDARD SURGICALS,"RED CROSS ROAD, CALICUT.- 673 001, ",CALICUT,FALSE,India,FALSE,FALSE,FALSE,32ACQPJ5325H1ZN,FALSE,9100510,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STAR CHEMICALS,"VIJAY CROSS ROAD, NAVRANGPURA,AHMEDABAD, GUJARAT.",Ahmedabad,Gujarat,FALSE,FALSE,FALSE,FALSE,24ALCPD5093R1ZR,,PA9600867,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STAR MAHILA SAMAJAM,"KOZHIKKODE - 673 616., , ",KOZHIKKODE,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100591,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STAR SCIENTIFIC - KOCHI -,"(VOC PARCK ROAD), OPP.HOTEL LEJARDIN, ERODE - 638 003, ",Erode,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9250922,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STAR SCIENTIFIC COMPANY-KOCHI SALES-,"VMR NAGAR, MEYYANOOR, SALEM - 636 004, ",Salem,Tamil Nadu,India,FALSE,FALSE,FALSE,33AUDPD0514F1ZI,FALSE,9250918,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STAR SCIENTIFIC TRADERS,"VOC PARCK ROAD,OPP.HOTEL LEJARDEN, ERODE - 638 003, ",Erode,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9250921,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STARKE & COMPANY PRIVATE LIMITED,"NEW DELHI,",NEW DELHI,Delhi,FALSE,FALSE,FALSE,FALSE,07AABCS6961L1ZW,,PA9600935,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STATE BIOCONTROL LABORATORY,"TRICHUR-680 651., , ",TRICHUR,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100535,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STATE PUBLIC HEALTH AND CLINICAL,"TRIVANDRUM, , ",Trivandrum,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100527,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"STEEL & INDUSTRIAL FORGINGS LTD.,","TRICHUR - 680771, , ",TRICHUR,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100580,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STEIN'S WELFARE SOCIETY,"VARAPPUZHA P.O, ERNAKULAM - 683 517, ",VARAPPUZHA,FALSE,India,FALSE,FALSE,FALSE,32AADAS2099H1ZH,FALSE,9100595,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING INDUSTRIAL CHEMICALS (P) LTD.,"EDAYAR, , ",FALSE,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9600901,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING POLY PACKS & CHEMICALS,"MUTTAR- MANJUMMAL ROAD, Nr.MUTTAR BRIDGE,MANJUMMEL P.O, ERNAKULAM",KALAMASSERY,Kerala,FALSE,FALSE,FALSE,FALSE,32AALFS6262M1ZR,,PA9500860,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING PRINT HOUSE (P) LTD.,"EDAPPALLY NORTH, COCHIN - 682 024., ",COCHIN,FALSE,India,FALSE,FALSE,FALSE,32AADCS3232J1ZN,FALSE,9600900,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING PRINT HOUSE PVT.LTD.,"AIMS PONEKKARA.P.O.,KOCHI",KOCHI (LAB),Kerala,FALSE,FALSE,FALSE,FALSE,32AADCS3232J1ZN,,PA9600865,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING PRINT HOUSE PVT.LTD.,"AIMS PONEKKARA.P.O.,KOCHI",KOCHI (CBE),Kerala,FALSE,FALSE,FALSE,FALSE,32AADCS3232J1ZN,,PA9600866,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
STERLING TEST HOUSE,"POONITHURA.P.O.,KOCHI ",Kochi,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600881,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUBHAM FREIGHT CARRIERS INDIA (P) LTD.,"ANNAMALAI NAGAR MAIN ROAD,TRICHY",TRICHY,Tamil Nadu,FALSE,FALSE,FALSE,FALSE,,,PA9600934,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUDHAGAR BIOLOGICALS & CHEMICALS,"PERIAMET, CHENNAI-600 003., , ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33AACPV1123D1ZB,FALSE,9225702,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUDHARMA METROPOLIS HEALTHSERVICES P.LTD,"OPP.TOWN HALL,ERNAKULAM NORTH,KOCHI ",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600878,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUHAS AGRO TRADERS,"D-BANUMAIAH'S SQUARE, RAMVILAS ROAD, MYSORE-570 024., ",Mysore,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9275500,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUHASINI PHARMACEUTICALS,"ASHOK NAGAR, BHUBANESWAR - 751 009, ",BHUBANESWAR,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9445024,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUJATA CHEMICALS,"MAKARPURA,VADODARA",Vadodara,Gujarat,FALSE,FALSE,FALSE,FALSE,,AAGFS0827D,PA9500868,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SULUX PHOSPHATES LIMITED,"UDAIPUR,RAJASTHAN",Udaipur,Rajasthan,FALSE,FALSE,FALSE,FALSE,,,PA9500891,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUMESH.K.P. (SALES EXECUTIVE),",",Kannur,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600673,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUMITTO INDUSTRIES,"TALOJA , DIST.RAIGAD,,MUMBAI. MAHARASHTRA",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,AAAPA7063R,PA9600594,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUN ENGINEERS,"(NEAR PAVANA INDUSTRIAL COMPLEX), PUNE - 411 026, ",Pune,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9435540,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUN SCIENTIFIC CORPORATION -CBE-,"4TH STREET WEST, PALAI ROAD, TUTICORIN - 628 008, ",TUTICORIN,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9275436,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUNIL KUMAR SWAMY.M.,"#909, 5th CROSS, ASHRAMA ROAD,HINKAL, MYSORE",Mysore,Karnataka,FALSE,FALSE,FALSE,FALSE,,,PA9600874,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUNILKUMAR.P.,"MARAVANTHURUTHU.P.O.,VAIKOM",Vaikom,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600875,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUNSOFT SYSTEMS,"VYTTILA, KOCHI,",Kochi,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600899,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPER SCIENTIFIC SUPPLIES,"OPP.MDCC BANK, K.K.NAGAR, MADURAI - 625 020, ",Madurai,FALSE,India,FALSE,FALSE,FALSE,33AHPPR5571B1Z8,FALSE,9250919,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPER SCIENTIFIC SUPPLIES,"OPP.MDCC BANK, K.K. NAGAR, MADURAI - 625020, ",Madurai,FALSE,India,FALSE,FALSE,FALSE,33AHPPR5571B1Z8,FALSE,9275550,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"SUPER SURGICAL CO.,","PARK TOWN, CHENNAI - 600 003, , ",Chennai,FALSE,India,FALSE,FALSE,FALSE,33AAAFT1683Q1ZS,FALSE,9250701,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPER SURGICAL COMPANY,"PARK TOWN, CHENNAI-600 003., , ",Chennai,FALSE,India,FALSE,FALSE,FALSE,33AAAFT1683Q1ZS,FALSE,9225703,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPREEM ENTERPRISES,"PASHAN-NDA ROAD,BEHIND MARATHA MANDIR, NEAR KISHORE DEVELOPERS BHAGWATI MESTROS, BAVADHAN, PUNE- 411 021",Pune,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9450220,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPREME AGENCIES,"KOOVAPPADY, P.O.,PERUMBAVOOR,,ERNAKULAM ",ERNAKULAM,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600939,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPREME INDUSTRIES,"PARDI PARIA ROAD, NEAR KOTHARI KHADI,,VIL.KHADKI,KILLA PARDI,DIS.VALSAD",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500840,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPREME SCIENTIFIC SUPPLIES,"VILLUPURAM-605 602., , ",Chennai,Tamil Nadu,India,FALSE,FALSE,FALSE,33TKCPS2438M1ZV,FALSE,9225704,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUPREME SCIENTIFIC SYNDICATE,"1ST FLOOR, KALBADEVI,,BOMBAY",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,,,PA9500850,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SURESH KUMAR (SALES EXECUTIVE),"THIRUMULLA VARAM P.O,KOLLAM",COCHIN,Kerala,FALSE,FALSE,FALSE,FALSE,,,PA9600916,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SURGICAL & LAB AGENCIES,"KURISUMMOODU, CHANGANACHERRY - 686 104, ",Kottayam,Kerala,India,FALSE,FALSE,FALSE,32AINPJ1411B1Z2,FALSE,9100586,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SURYA CHANDRA CHEMICALS,"SECUNDERABAD,",SECUNDERABAD,TELENGANA,FALSE,FALSE,FALSE,FALSE,,,PA9600925,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SURYAKANTHI CHEMICAL SUPPLIES,"ALTHARA ROAD, VELLAYAMBALAM, TRIVANDRUM  - 695 010",Trivandrum,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100501,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUVCHEM,"VITHAL WADI, OFF KALBADEVI ROAD,,MARINE LINES, MUMBAI",Mumbai,Maharashtra,FALSE,FALSE,FALSE,FALSE,27AFFPJ7348A1ZM,,PA9500843,TRUE,0,0,0,0,FALSE,1,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SUVIDHINATH LABORATORIES,"INDUSTRIAL AREA, GORWA ROAD,BARODA",BARODA,Gujarat,FALSE,FALSE,FALSE,FALSE,,AAGFS0664L,PA9500793,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SWASTIK OIL PRODUCTS MFG.CO. NAVSARI,"P.O.KHADSUPA,,BOARDING TAL. & DIST:NAVSARI ",Navsari,Gujarat,FALSE,FALSE,FALSE,FALSE,24AAAFS2819K1Z8,AAAFS2819K,PA9500885,TRUE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"SYMEGA FLAVOURS INDIA (P)LTD.,","PANCODE,KOLENCHERY, COCHIN - 682 310, ",COCHIN,Kerala,India,FALSE,FALSE,FALSE,32AAFCA5787Q1Z1,FALSE,9100582,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
SYNTHITE INDUSTRIES LTD.,"KOLENCHERY - 682 311., ERNAKULAM., ",KOLENCHERY,Kerala,India,FALSE,FALSE,FALSE,,FALSE,9100575,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
T.B.S. PUBLISHERS & DISTRIBUTORS,"GOOD SHPERAD ROAD, KOTTAYAM, ",Kottayam,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9100599,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
T.B.S. PUBLISHERS & DISTRIBUTORS(CLT),"G.H.ROAD, CALICUT - 673 001., ",CALICUT,Kerala,India,FALSE,FALSE,FALSE,32AADFT3018L1ZC,FALSE,9100600,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
"T.R.C.M.P.U.LTD.,","MAMOODU, NARIYAPURAM.P.O, PATHANAMTHITTA - 689 513, ",Pathanamthitta,Kerala,India,FALSE,FALSE,FALSE,32AAAAT9795J5ZT,FALSE,9100628,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
TAE-CHANG,"EAST BILDING NO.1014, 707-34,YUKSAMDONG,GANGNAMKU, SEOUL,SOUTH KOREA",KOREA,FALSE,India,FALSE,FALSE,FALSE,,FALSE,9425360,FALSE,0,0,0,0,FALSE,0,always,FALSE,FALSE,FALSE,FALSE,FALSE,[],121330 Sundry Debtors,114110 Sundry Creditors For Material/Supplies,FALSE
